audit_id,note_id,auditor_mds_id,audited_at_utc,rubric_version,score_accuracy,score_completeness,score_formatting,score_terminology,score_hpi,score_ros,score_plan,composite_score,pass_fail
AU-10630,NT-002186,MD-214,2026-05-03 12:16:16,v1,0.9037,0.8018,0.8571,0.9623,0.8769,0.8908,0.8834,0.8782,PASS
AU-10631,NT-002187,MD-209,2026-04-30 10:19:33,v1,1.0,0.8004,0.9468,1.0,0.9315,0.9191,1.0,0.9439,PASS
AU-10632,NT-002192,MD-218,2026-05-03 05:35:32,v1,0.9044,0.9791,0.9984,0.8859,0.9383,0.9404,0.8763,0.9279,PASS
AU-10633,NT-002193,MD-222,2026-04-30 13:24:00,v1,0.9513,0.9253,0.9923,0.9134,1.0,0.9645,1.0,0.9592,PASS
AU-10634,NT-002194,MD-227,2026-05-03 05:47:19,v1,0.95,0.9402,0.9852,0.9884,0.9932,1.0,0.9641,0.9643,PASS
AU-10635,NT-002198,MD-220,2026-05-02 03:40:57,v1,0.9428,0.9514,1.0,0.8705,0.952,0.9224,0.9676,0.9466,PASS
AU-10636,NT-002200,MD-228,2026-04-30 08:20:35,v1,0.9409,1.0,1.0,0.9506,0.9453,0.9938,1.0,0.9715,PASS
AU-10637,NT-002203,MD-228,2026-05-01 11:29:09,v1,0.9302,0.959,1.0,0.9974,0.9282,0.8813,0.911,0.9441,PASS
AU-10638,NT-002206,MD-226,2026-05-02 10:19:27,v1,0.946,0.9735,0.9914,0.9324,0.9307,1.0,1.0,0.9639,PASS
AU-10639,NT-002210,MD-208,2026-05-01 01:18:52,v1,0.8441,0.9474,0.9142,0.904,0.7973,0.81,0.8577,0.8734,PASS
AU-10640,NT-002211,MD-209,2026-05-02 00:01:47,v1,0.882,0.9301,0.9164,0.8894,0.8869,0.8208,0.875,0.8922,PASS
AU-10641,NT-002215,MD-227,2026-04-30 08:38:01,v1,1.0,1.0,0.9447,0.9824,0.8847,0.9121,1.0,0.9768,PASS
AU-10642,NT-002216,MD-230,2026-04-30 04:11:29,v1,1.0,0.9654,1.0,1.0,0.9841,1.0,1.0,0.9915,PASS
AU-10643,NT-002218,MD-227,2026-05-01 15:42:21,v1,0.8455,0.911,0.947,0.9344,0.9198,0.9446,0.9777,0.9099,PASS
AU-10644,NT-002219,MD-220,2026-05-02 09:17:24,v1,0.954,0.8034,0.8756,0.8804,0.8694,0.931,0.8918,0.8897,PASS
AU-10645,NT-002220,MD-219,2026-05-02 09:11:04,v1,0.9015,0.9457,0.8648,0.9967,0.9663,0.9049,0.9702,0.9332,PASS
AU-10646,NT-002221,MD-202,2026-05-02 01:08:52,v1,0.8574,0.798,0.7948,0.9015,0.8819,0.8714,0.8967,0.8527,PASS
AU-10647,NT-002225,MD-201,2026-05-01 01:12:05,v1,0.8963,0.7839,0.7593,0.8203,0.7738,0.9104,0.862,0.8358,FAIL
AU-10648,NT-002228,MD-233,2026-05-01 04:52:04,v1,0.9094,0.8509,0.8386,0.8555,0.8706,0.7927,0.881,0.8712,PASS
AU-10649,NT-002231,MD-214,2026-05-03 03:41:11,v1,1.0,1.0,0.9414,0.9441,0.9829,0.886,0.9684,0.9764,PASS
AU-10650,NT-002234,MD-224,2026-05-03 01:23:29,v1,1.0,0.9448,0.9521,0.9682,1.0,0.9383,1.0,0.9779,PASS
AU-10651,NT-002236,MD-206,2026-05-03 14:35:49,v1,0.8561,0.9046,0.8755,0.8054,0.8781,0.8478,0.7946,0.8552,PASS
AU-10652,NT-002237,MD-226,2026-05-01 18:46:14,v1,0.899,0.9551,0.7865,0.7665,0.7681,0.8791,0.9444,0.8785,PASS
AU-10653,NT-002238,MD-203,2026-05-03 06:12:25,v1,0.7834,0.8875,0.8512,0.8093,0.7831,0.8849,0.8311,0.8258,FAIL
AU-10654,NT-002239,MD-230,2026-05-01 12:03:43,v1,0.9237,0.9771,0.9103,0.9672,0.9598,0.9792,0.9636,0.9498,PASS
AU-10655,NT-002242,MD-230,2026-05-04 11:23:11,v1,0.9086,0.8562,0.8808,0.9728,0.8514,0.8738,0.9471,0.9001,PASS
AU-10656,NT-002250,MD-219,2026-05-03 23:10:08,v1,1.0,0.9975,1.0,1.0,1.0,1.0,0.9905,0.9981,PASS
AU-10657,NT-002255,MD-232,2026-05-02 03:49:53,v1,0.9373,0.9327,0.8446,0.8892,0.8491,0.9843,0.8927,0.9091,PASS
AU-10658,NT-002259,MD-226,2026-05-02 22:35:02,v1,0.3738,0.4573,0.4708,0.3073,0.4573,0.3951,0.4067,0.4079,FAIL
AU-10659,NT-002263,MD-224,2026-05-03 13:51:25,v1,0.8186,0.8224,0.8057,0.9077,0.808,0.8536,0.8575,0.8335,FAIL
AU-10660,NT-002266,MD-213,2026-05-02 22:28:42,v1,0.7306,0.8399,0.8698,0.8397,0.8914,0.7925,0.8231,0.8103,FAIL
AU-10661,NT-002272,MD-205,2026-05-04 11:48:59,v1,1.0,0.9126,1.0,0.921,0.992,1.0,0.9217,0.9621,PASS
AU-10662,NT-002274,MD-221,2026-05-04 03:01:21,v1,0.8757,0.832,0.8761,0.8314,0.9136,0.8322,0.8815,0.8651,PASS
AU-10663,NT-002281,MD-209,2026-05-01 05:10:43,v1,1.0,0.8961,0.9421,0.9098,1.0,0.9326,0.9699,0.9565,PASS
AU-10664,NT-002290,MD-231,2026-05-04 21:55:09,v1,1.0,0.9026,0.9923,0.8849,0.9755,0.9179,0.9177,0.9493,PASS
AU-10665,NT-002292,MD-231,2026-05-03 12:56:16,v1,0.9658,0.8269,0.8516,0.9096,0.8594,0.9233,0.9088,0.8997,PASS
AU-10666,NT-002302,MD-226,2026-05-02 15:43:28,v1,0.8857,0.855,1.0,1.0,0.9065,0.922,0.9183,0.9112,PASS
AU-10667,NT-002305,MD-215,2026-05-01 19:57:10,v1,0.9276,0.979,0.9565,0.8835,0.9931,0.9831,1.0,0.9565,PASS
AU-10668,NT-002307,MD-231,2026-05-04 04:53:26,v1,1.0,0.9988,1.0,0.9722,0.94,0.9528,0.9982,0.9883,PASS
AU-10669,NT-002308,MD-213,2026-05-01 09:46:45,v1,0.9745,0.946,0.8724,0.9657,0.8878,0.9585,0.9223,0.9404,PASS
AU-10670,NT-002309,MD-201,2026-05-01 22:23:19,v1,0.9399,0.8753,0.9761,0.9311,0.8174,0.9522,0.9446,0.9188,PASS
AU-10671,NT-002314,MD-233,2026-05-04 04:41:24,v1,0.9073,0.9042,0.8585,0.8453,0.931,0.8811,0.7775,0.8772,PASS
AU-10672,NT-002315,MD-223,2026-05-05 10:04:26,v1,1.0,0.9231,0.8939,0.8975,0.9598,0.8871,0.997,0.9536,PASS
AU-10673,NT-002316,MD-214,2026-05-03 14:47:50,v1,0.9337,1.0,0.8939,1.0,0.9716,0.9826,0.9388,0.9566,PASS
AU-10674,NT-002317,MD-226,2026-05-02 04:52:01,v1,0.9716,0.8995,0.8951,0.8516,0.8901,0.9049,0.9439,0.9219,PASS
AU-10675,NT-002318,MD-228,2026-05-04 15:34:45,v1,1.0,0.9478,0.8993,0.9648,1.0,0.9934,1.0,0.9756,PASS
AU-10676,NT-002322,MD-220,2026-05-05 09:40:24,v1,1.0,0.8822,0.8333,0.8781,0.905,0.811,0.8689,0.9089,PASS
AU-10677,NT-002328,MD-222,2026-05-02 02:00:00,v1,0.9815,0.8486,0.8837,0.901,0.9044,0.8955,0.9372,0.9184,PASS
AU-10678,NT-002337,MD-216,2026-05-04 11:35:56,v1,0.5727,0.593,0.5799,0.5645,0.5236,0.5799,0.69,0.5897,FAIL
AU-10679,NT-002339,MD-215,2026-05-05 11:48:21,v1,0.9722,0.8749,0.9298,0.9117,0.873,0.9018,0.8862,0.9161,PASS
AU-10680,NT-002340,MD-221,2026-05-05 06:47:59,v1,0.9194,1.0,0.9454,1.0,1.0,0.9844,0.9066,0.9556,PASS
AU-10681,NT-002341,MD-215,2026-05-04 16:24:25,v1,1.0,0.9985,0.8856,0.857,0.984,0.9742,0.9108,0.9577,PASS
AU-10682,NT-002342,MD-227,2026-05-02 02:29:43,v1,0.8052,0.7732,0.7663,0.6995,0.7359,0.882,0.829,0.7848,FAIL
AU-10683,NT-002352,MD-226,2026-05-03 05:09:36,v1,0.8435,0.9987,0.9156,0.8899,0.8998,0.8922,0.9124,0.9048,PASS
AU-10684,NT-002356,MD-209,2026-05-02 02:31:15,v1,0.8792,0.7897,0.9372,0.8084,0.8431,0.9051,0.8581,0.8545,PASS
AU-10685,NT-002360,MD-232,2026-05-05 18:09:56,v1,1.0,1.0,0.9864,1.0,1.0,1.0,0.9903,0.9972,PASS
AU-10686,NT-002363,MD-210,2026-05-03 03:34:07,v1,0.9379,0.911,1.0,0.9706,0.8903,0.861,0.8904,0.9263,PASS
AU-10687,NT-002364,MD-202,2026-05-05 05:42:42,v1,0.621,0.5781,0.5862,0.5156,0.4449,0.5346,0.4931,0.5573,FAIL
AU-10688,NT-002366,MD-203,2026-05-05 18:25:41,v1,0.9277,1.0,0.9458,1.0,0.9877,1.0,0.8489,0.949,PASS
AU-10689,NT-002372,MD-233,2026-05-03 23:31:40,v1,0.7915,0.8257,0.8501,0.7681,0.853,0.8582,0.9393,0.8335,FAIL
AU-10690,NT-002376,MD-233,2026-05-02 21:39:38,v1,0.9612,0.8534,0.8297,0.9742,0.9214,0.8419,0.8917,0.9074,PASS
AU-10691,NT-002378,MD-228,2026-05-04 20:53:48,v1,0.9976,1.0,1.0,0.9455,0.9897,0.9588,0.9431,0.9822,PASS
AU-10692,NT-002382,MD-222,2026-05-03 03:49:11,v1,0.4313,0.4414,0.4719,0.4581,0.5752,0.5073,0.4058,0.4544,FAIL
AU-10693,NT-002384,MD-209,2026-05-05 14:51:18,v1,0.9907,0.8899,0.88,0.8548,0.8385,0.8453,0.8763,0.9062,PASS
AU-10694,NT-002386,MD-226,2026-05-05 16:59:51,v1,1.0,0.9387,0.9622,1.0,0.9948,0.9477,0.9931,0.9798,PASS
AU-10695,NT-002388,MD-209,2026-05-02 05:10:42,v1,0.8235,0.8167,0.8506,0.8358,0.819,0.8912,0.8979,0.8402,FAIL
AU-10696,NT-002394,MD-234,2026-05-03 03:30:10,v1,0.7441,0.8154,0.8149,0.9416,0.825,0.8193,0.9249,0.8241,FAIL
AU-10697,NT-002395,MD-223,2026-05-02 04:44:05,v1,0.8488,0.7683,0.877,0.8045,0.9934,0.7776,0.8662,0.8446,FAIL
AU-10698,NT-002406,MD-202,2026-05-05 07:38:53,v1,0.904,0.9496,1.0,0.9347,0.971,0.9757,0.9452,0.9423,PASS
AU-10699,NT-002408,MD-206,2026-05-04 17:22:42,v1,0.8325,0.8143,0.8465,0.8113,0.7693,0.7538,0.7975,0.8126,FAIL
AU-10700,NT-002410,MD-234,2026-05-04 16:36:08,v1,1.0,1.0,0.9546,0.9795,0.9963,0.9647,0.9877,0.9894,PASS
AU-10701,NT-002411,MD-230,2026-05-06 09:46:42,v1,0.8981,0.868,0.8535,0.8681,0.9761,0.8966,0.9792,0.9045,PASS
AU-10702,NT-002420,MD-226,2026-05-03 19:01:34,v1,0.9447,0.8714,1.0,0.9523,0.8992,0.8686,0.9666,0.9313,PASS
AU-10703,NT-002424,MD-231,2026-05-07 13:21:23,v1,0.8939,0.8731,0.935,0.8803,0.8959,0.957,0.8926,0.8957,PASS
AU-10704,NT-002428,MD-217,2026-05-06 02:26:38,v1,0.5241,0.5458,0.5174,0.577,0.5159,0.4889,0.5464,0.5338,FAIL
AU-10705,NT-002430,MD-210,2026-05-07 01:29:11,v1,0.965,0.9923,1.0,1.0,1.0,0.9278,0.8904,0.9679,PASS
AU-10706,NT-002433,MD-203,2026-05-05 10:23:58,v1,0.9423,1.0,0.9913,0.9704,0.9837,1.0,0.9541,0.9703,PASS
AU-10707,NT-002437,MD-230,2026-05-06 13:16:00,v1,0.7416,0.8667,0.8206,0.8969,0.7748,0.8243,0.8148,0.8085,FAIL
AU-10708,NT-002444,MD-209,2026-05-06 06:19:04,v1,0.7611,0.8756,0.8302,0.8634,0.8681,0.7926,0.9489,0.8416,FAIL
AU-10709,NT-002445,MD-208,2026-05-07 16:30:44,v1,0.9112,0.9553,0.9427,0.8817,0.9176,0.9804,0.8479,0.9148,PASS
AU-10710,NT-002449,MD-217,2026-05-07 01:12:51,v1,1.0,0.9655,0.9911,0.9882,1.0,1.0,1.0,0.991,PASS
AU-10711,NT-002451,MD-230,2026-05-08 10:48:24,v1,1.0,1.0,0.9859,0.9163,0.9858,0.8806,0.9236,0.9714,PASS
AU-10712,NT-002455,MD-229,2026-05-08 15:35:03,v1,0.8402,0.7848,0.7742,0.8396,0.7785,0.8734,0.7984,0.8117,FAIL
AU-10713,NT-002458,MD-215,2026-05-06 07:01:07,v1,1.0,0.9468,0.9124,0.9789,0.9458,0.9522,0.921,0.9588,PASS
AU-10714,NT-002462,MD-214,2026-05-07 04:18:29,v1,0.8997,0.9523,0.8939,0.9894,0.9517,0.8735,1.0,0.9376,PASS
AU-10715,NT-002463,MD-212,2026-05-07 16:20:33,v1,0.7546,0.9701,0.8945,0.9543,1.0,0.9779,0.8457,0.8811,PASS
AU-10716,NT-002467,MD-205,2026-05-05 15:35:42,v1,0.9191,0.9362,1.0,0.9918,0.9665,1.0,1.0,0.9588,PASS
AU-10717,NT-002469,MD-229,2026-05-05 04:02:56,v1,0.8809,0.8342,0.8998,0.8912,0.8404,0.7856,0.902,0.8688,PASS
AU-10718,NT-002471,MD-202,2026-05-05 07:28:38,v1,0.8923,0.7841,0.873,0.9251,0.8525,0.8695,0.8647,0.8628,PASS
AU-10719,NT-002472,MD-204,2026-05-07 18:36:53,v1,0.741,0.8826,0.9235,0.779,0.8757,0.8444,0.8641,0.8285,FAIL
AU-10720,NT-002480,MD-207,2026-05-06 13:19:45,v1,0.8183,0.8319,0.8195,0.8781,0.8049,0.9098,0.8196,0.8306,FAIL
AU-10721,NT-002483,MD-233,2026-05-06 08:19:57,v1,0.9944,1.0,0.9002,1.0,1.0,0.9901,0.9979,0.9875,PASS
AU-10722,NT-002497,MD-203,2026-05-06 14:27:57,v1,0.9195,0.9724,0.9524,0.9724,0.8943,1.0,1.0,0.9522,PASS
AU-10723,NT-002498,MD-213,2026-05-08 02:50:51,v1,0.9386,0.9201,0.964,1.0,0.9417,0.948,1.0,0.9536,PASS
AU-10724,NT-002503,MD-202,2026-05-07 01:44:44,v1,0.9597,0.9907,1.0,0.9495,1.0,0.9398,0.8735,0.959,PASS
AU-10725,NT-002508,MD-234,2026-05-06 11:10:58,v1,1.0,1.0,0.9814,1.0,0.9823,0.9834,0.9906,0.9941,PASS
AU-10726,NT-002512,MD-217,2026-05-05 19:51:44,v1,0.9284,1.0,0.8457,0.9936,1.0,1.0,1.0,0.9625,PASS
AU-10727,NT-002514,MD-230,2026-05-05 02:53:27,v1,0.8028,0.9097,0.9537,0.9188,0.8805,0.9324,0.8832,0.8772,PASS
AU-10728,NT-002520,MD-232,2026-05-08 11:00:50,v1,0.9328,1.0,0.9086,1.0,1.0,1.0,0.9778,0.9674,PASS
AU-10729,NT-002524,MD-219,2026-05-07 07:36:17,v1,0.7958,0.8533,0.8746,0.8431,0.8085,0.8574,0.8668,0.8349,FAIL
AU-10730,NT-002525,MD-214,2026-05-05 21:03:39,v1,0.9503,0.9081,0.9006,0.9435,0.8617,0.9221,0.8805,0.9155,PASS
AU-10731,NT-002526,MD-212,2026-05-06 14:12:45,v1,0.9808,1.0,0.9827,0.9921,0.9798,0.9496,0.829,0.9615,PASS
AU-10732,NT-002532,MD-226,2026-05-07 19:55:18,v1,0.9353,0.9877,1.0,0.9512,1.0,1.0,0.9595,0.9672,PASS
AU-10733,NT-002538,MD-215,2026-05-06 23:59:06,v1,0.9152,0.8481,0.9419,0.9543,0.8568,0.8422,0.815,0.8838,PASS
AU-10734,NT-002540,MD-229,2026-05-08 22:13:10,v1,0.913,0.9806,1.0,0.8459,0.9391,1.0,1.0,0.9485,PASS
AU-10735,NT-002557,MD-204,2026-05-09 16:19:58,v1,0.9271,0.8653,0.9103,0.8948,0.8654,0.9214,0.9766,0.9108,PASS
AU-10736,NT-002559,MD-225,2026-05-06 15:48:36,v1,0.9323,1.0,1.0,1.0,0.9572,0.9188,1.0,0.9714,PASS
AU-10737,NT-002572,MD-215,2026-05-07 20:14:30,v1,0.9941,1.0,0.9594,0.892,0.9688,0.9475,1.0,0.9776,PASS
AU-10738,NT-002575,MD-229,2026-05-08 10:24:55,v1,1.0,0.9182,0.9474,0.9352,0.9171,0.9744,0.989,0.9607,PASS
AU-10739,NT-002583,MD-226,2026-05-06 11:54:27,v1,0.9498,0.9638,0.855,0.9277,0.8568,0.9549,0.9867,0.9374,PASS
AU-10740,NT-002595,MD-202,2026-05-07 19:03:33,v1,0.9213,1.0,0.9662,0.9939,0.9299,1.0,0.9808,0.9625,PASS
AU-10741,NT-002596,MD-214,2026-05-10 17:16:38,v1,0.8848,0.9341,0.9122,0.9472,0.9402,0.8708,0.916,0.9132,PASS
AU-10742,NT-002597,MD-234,2026-05-09 14:44:48,v1,0.9648,0.9469,0.9628,1.0,0.9852,1.0,0.9796,0.9706,PASS
AU-10743,NT-002600,MD-232,2026-05-09 04:03:27,v1,0.9995,0.9961,1.0,1.0,1.0,0.9992,1.0,0.999,PASS
AU-10744,NT-002603,MD-221,2026-05-10 15:11:49,v1,0.5311,0.545,0.5225,0.5929,0.4951,0.4729,0.5777,0.5397,FAIL
AU-10745,NT-002604,MD-206,2026-05-10 11:11:50,v1,0.9356,0.9864,0.9829,1.0,1.0,0.9651,0.9431,0.9659,PASS
AU-10746,NT-002607,MD-208,2026-05-08 15:09:36,v1,0.9072,0.9952,1.0,0.9797,1.0,0.8819,1.0,0.9633,PASS
AU-10747,NT-002610,MD-222,2026-05-09 04:23:21,v1,0.6897,0.857,0.7584,0.8587,0.9224,0.8073,0.8212,0.7958,FAIL
AU-10748,NT-002614,MD-228,2026-05-10 12:22:04,v1,0.999,0.8253,0.9167,0.9678,0.8694,0.8831,0.9454,0.9261,PASS
AU-10749,NT-002621,MD-223,2026-05-07 05:52:15,v1,1.0,1.0,0.9696,0.9238,0.9189,0.9563,1.0,0.979,PASS
AU-10750,NT-002626,MD-222,2026-05-09 02:44:32,v1,0.8959,0.9793,0.9902,1.0,1.0,1.0,1.0,0.9637,PASS
AU-10751,NT-002627,MD-214,2026-05-09 07:59:34,v1,0.8136,0.854,0.836,0.8691,0.8141,0.8334,0.8517,0.8362,FAIL
AU-10752,NT-002628,MD-217,2026-05-08 06:21:35,v1,0.8811,0.9826,0.8759,0.9324,0.7945,0.9433,0.935,0.9086,PASS
AU-10753,NT-002638,MD-208,2026-05-07 22:38:48,v1,0.9087,0.9461,0.9263,0.92,0.9178,0.9719,0.9448,0.9286,PASS
AU-10754,NT-002640,MD-229,2026-05-09 08:24:24,v1,1.0,1.0,1.0,1.0,0.8984,1.0,0.9571,0.9834,PASS
AU-10755,NT-002644,MD-203,2026-05-08 10:01:51,v1,0.9202,0.9148,0.9771,0.9382,0.9584,0.9004,0.972,0.9372,PASS
AU-10756,NT-002645,MD-212,2026-05-07 23:12:50,v1,0.8644,0.9371,0.9417,0.8402,0.8771,0.8292,0.9827,0.9015,PASS
AU-10757,NT-002646,MD-222,2026-05-10 09:46:27,v1,0.9932,1.0,0.972,0.9758,0.9872,0.9438,1.0,0.9887,PASS
AU-10758,NT-002648,MD-204,2026-05-09 16:39:58,v1,0.9438,0.9407,0.9873,1.0,0.9123,1.0,1.0,0.9612,PASS
AU-10759,NT-002649,MD-214,2026-05-08 15:21:59,v1,0.7876,0.9434,0.892,0.8935,0.9037,0.8206,0.7854,0.8527,PASS
AU-10760,NT-002652,MD-233,2026-05-08 08:38:57,v1,0.9441,0.9035,0.9721,0.9075,1.0,0.971,0.8804,0.9325,PASS
AU-10761,NT-002655,MD-225,2026-05-10 13:54:46,v1,0.8779,0.8811,1.0,0.8116,0.995,1.0,0.9059,0.9061,PASS
AU-10762,NT-002659,MD-220,2026-05-09 08:03:02,v1,0.4885,0.5484,0.5737,0.4345,0.5505,0.5587,0.4556,0.5084,FAIL
AU-10763,NT-002667,MD-211,2026-05-08 04:08:34,v1,0.8292,0.9503,0.8733,0.9549,0.8329,0.7758,0.7391,0.8546,PASS
AU-10764,NT-002678,MD-209,2026-05-11 07:50:40,v1,1.0,1.0,0.9364,1.0,1.0,0.9995,0.9858,0.9915,PASS
AU-10765,NT-002679,MD-215,2026-05-09 15:49:01,v1,0.9475,0.8918,0.9801,0.9968,0.9559,0.944,0.9317,0.9429,PASS
AU-10766,NT-002680,MD-233,2026-05-11 06:27:22,v1,0.9398,0.9731,0.9494,1.0,0.8996,0.9525,1.0,0.9591,PASS
AU-10767,NT-002681,MD-208,2026-05-08 13:27:24,v1,0.9357,0.9687,0.9594,0.951,0.9095,0.9832,0.8951,0.9399,PASS
AU-10768,NT-002683,MD-201,2026-05-10 03:02:37,v1,0.8984,0.8182,0.9099,0.8851,0.7726,0.8475,0.9001,0.8673,PASS
AU-10769,NT-002687,MD-220,2026-05-08 22:17:34,v1,0.8362,0.8474,0.8396,0.8569,0.8484,0.8791,0.9516,0.8615,PASS
AU-10770,NT-002688,MD-209,2026-05-10 04:20:44,v1,0.9518,1.0,0.9535,0.8637,0.9678,0.9476,1.0,0.9614,PASS
AU-10771,NT-002689,MD-204,2026-05-08 16:35:00,v1,1.0,0.9983,1.0,0.9826,1.0,1.0,1.0,0.9979,PASS
AU-10772,NT-002691,MD-207,2026-05-11 05:27:41,v1,1.0,0.9835,0.9682,1.0,0.9569,1.0,1.0,0.9892,PASS
AU-10773,NT-002699,MD-211,2026-05-08 05:28:35,v1,0.9895,0.8728,0.9452,0.9588,0.9828,0.8519,0.7663,0.9177,PASS
AU-10774,NT-002714,MD-231,2026-05-09 10:48:16,v1,0.9646,0.9899,0.8794,0.9385,0.9347,0.9461,0.8597,0.9389,PASS
AU-10775,NT-002716,MD-222,2026-05-10 00:20:44,v1,1.0,0.9988,0.9371,0.9449,0.9686,1.0,0.939,0.9757,PASS
AU-10776,NT-002727,MD-209,2026-05-10 10:06:54,v1,0.9463,0.9929,1.0,0.8718,1.0,1.0,1.0,0.9697,PASS
AU-10777,NT-002730,MD-232,2026-05-08 20:50:43,v1,0.9785,1.0,0.9309,0.8781,1.0,0.9362,1.0,0.9713,PASS
AU-10778,NT-002735,MD-232,2026-05-10 23:24:38,v1,1.0,0.9854,1.0,1.0,0.9759,0.9836,1.0,0.9939,PASS
AU-10779,NT-002741,MD-229,2026-05-09 14:28:52,v1,0.9945,1.0,0.9799,0.9665,0.9742,0.9216,0.9152,0.9738,PASS
AU-10780,NT-002747,MD-217,2026-05-11 15:47:16,v1,0.7481,0.8658,0.8028,0.892,0.7774,0.8225,0.8616,0.8152,FAIL
AU-10781,NT-002749,MD-212,2026-05-11 12:41:27,v1,0.9849,0.867,0.9265,0.9232,0.9,0.8621,0.9497,0.9294,PASS
AU-10782,NT-002750,MD-218,2026-05-09 09:51:45,v1,0.9473,1.0,1.0,1.0,0.9794,0.9576,0.9129,0.9669,PASS
AU-10783,NT-002756,MD-201,2026-05-11 18:06:34,v1,1.0,0.9582,0.9642,0.9602,1.0,1.0,1.0,0.9841,PASS
AU-10784,NT-002759,MD-213,2026-05-09 01:56:03,v1,0.9679,0.8631,0.96,0.9316,0.8827,1.0,0.965,0.9352,PASS
AU-10785,NT-002764,MD-226,2026-05-11 16:19:41,v1,0.8142,0.7796,0.8746,0.7792,0.6943,0.8571,0.7683,0.7931,FAIL
AU-10786,NT-002772,MD-231,2026-05-09 19:41:27,v1,1.0,1.0,1.0,1.0,0.9357,0.9772,1.0,0.9924,PASS
AU-10787,NT-002773,MD-229,2026-05-11 13:03:02,v1,1.0,1.0,1.0,0.9704,0.9485,1.0,0.8985,0.9767,PASS
AU-10788,NT-002779,MD-227,2026-05-12 01:35:31,v1,0.5568,0.6129,0.5032,0.5045,0.5079,0.6565,0.5984,0.5638,FAIL
AU-10789,NT-002782,MD-206,2026-05-10 01:51:49,v1,1.0,0.9806,0.962,0.9869,1.0,0.8278,0.9775,0.979,PASS
AU-10790,NT-002785,MD-229,2026-05-09 10:35:51,v1,0.8222,0.9651,1.0,0.8177,0.8535,0.7753,0.7618,0.8598,PASS
AU-10791,NT-002786,MD-217,2026-05-11 14:22:56,v1,0.992,1.0,1.0,0.9397,0.9602,1.0,1.0,0.9876,PASS
AU-10792,NT-002787,MD-233,2026-05-11 22:32:53,v1,0.9929,1.0,0.9559,1.0,1.0,1.0,1.0,0.9935,PASS
AU-10793,NT-002788,MD-207,2026-05-10 11:02:34,v1,0.8534,0.9945,1.0,1.0,0.9153,1.0,0.9271,0.9355,PASS
AU-10794,NT-002789,MD-227,2026-05-11 01:01:13,v1,1.0,0.9635,0.8488,0.8644,0.7721,0.92,0.9027,0.9226,PASS
AU-10795,NT-002790,MD-227,2026-05-10 23:04:05,v1,0.8427,0.8202,0.7077,0.8044,0.861,0.8032,0.7729,0.8103,FAIL
AU-10796,NT-002792,MD-230,2026-05-09 03:06:48,v1,0.8402,0.9187,0.9681,0.9717,0.8057,0.8783,0.9171,0.8918,PASS
AU-10797,NT-002794,MD-216,2026-05-09 07:11:01,v1,0.7905,0.9016,0.8269,0.8435,0.8541,0.8351,0.8729,0.8426,FAIL
AU-10798,NT-002802,MD-228,2026-05-10 06:58:35,v1,0.7307,0.7738,0.8754,0.8273,0.7918,0.7406,0.7115,0.7672,FAIL
AU-10799,NT-002803,MD-231,2026-05-10 22:44:25,v1,0.973,0.9175,0.8385,0.9048,0.8215,0.9155,0.9327,0.9175,PASS
AU-10800,NT-002806,MD-227,2026-05-10 05:01:56,v1,0.8303,0.921,0.8038,0.9564,0.877,0.8755,0.8247,0.8645,PASS
AU-10801,NT-002807,MD-208,2026-05-10 03:08:28,v1,1.0,1.0,1.0,1.0,0.9962,1.0,1.0,0.9996,PASS
AU-10802,NT-002808,MD-216,2026-05-12 07:09:47,v1,1.0,0.9647,0.84,0.9886,0.9683,1.0,1.0,0.9726,PASS
AU-10803,NT-002810,MD-233,2026-05-09 16:19:35,v1,0.9479,0.8382,0.7981,0.8085,0.8453,0.8748,0.845,0.8677,PASS
AU-10804,NT-002816,MD-232,2026-05-09 20:58:05,v1,0.9775,0.9657,0.8798,0.9474,0.9416,0.9435,0.9601,0.9545,PASS
AU-10805,NT-002817,MD-223,2026-05-11 19:55:28,v1,0.8874,0.891,0.8184,0.8695,0.8689,0.831,0.9138,0.8787,PASS
AU-10806,NT-002818,MD-221,2026-05-13 07:49:55,v1,0.6083,0.5716,0.6223,0.6215,0.598,0.5559,0.5585,0.5925,FAIL
AU-10807,NT-002820,MD-219,2026-05-11 00:57:12,v1,0.814,0.8293,0.8606,0.795,0.8505,0.8178,0.7953,0.8209,FAIL
AU-10808,NT-002830,MD-224,2026-05-11 18:16:10,v1,0.9566,0.9364,0.8772,0.9794,1.0,1.0,0.8738,0.941,PASS
AU-10809,NT-002832,MD-202,2026-05-12 16:08:28,v1,1.0,0.9394,1.0,1.0,0.9809,0.9848,1.0,0.9852,PASS
AU-10810,NT-002837,MD-228,2026-05-11 17:16:57,v1,0.9953,1.0,1.0,1.0,0.9193,0.9425,0.7861,0.9555,PASS
AU-10811,NT-002840,MD-215,2026-05-10 08:19:53,v1,0.9836,0.8644,0.9825,0.8187,0.8482,0.8068,0.8515,0.901,PASS
AU-10812,NT-002848,MD-227,2026-05-13 06:56:53,v1,0.9447,0.9282,0.9795,1.0,0.9649,0.9333,0.956,0.9536,PASS
AU-10813,NT-002849,MD-225,2026-05-12 19:48:46,v1,0.9784,1.0,1.0,0.9805,0.9348,1.0,0.9275,0.9742,PASS
